Symbol,Action,Price,Qty,P&L,Reason,Timestamp
SUZLON.NS,BUY,65.91999816894531,1526,,ENTRY,2025-07-12 14:06:26.658714
SUZLON.NS,BUY,65.91999816894531,50,,ENTRY,96704.00,2025-07-12 17:19:16.178888
